Age,Education,Marital_Status,Income,Spending,Loyalty_Duration,Children,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,NumDealsPurchases,WebPurchaes,CatalogPurchases,StorePurchases,NumWebVisitsMonth,Income_group,Age_group,Loyalty_group,Wines_segment,Fruits_segment,Meat_segment,Fish_segment,Sweets_segment,Gold_segment,Total_Spending_segment
59,Postgraduate,In relationship,22554.0,41,23.333333333333332,2,38,27,0,10,0,0,4,4,2,0,4,5,Low income,Mature,Loyal customers,Frequent consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer,Low consumer
31,Postgraduate,In relationship,23536.0,10,4.066666666666666,1,53,6,0,3,0,0,1,1,0,0,3,3,Low income,Adult,New customers,Low consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer,Low consumer
62,Postgraduate,In relationship,49413.0,304,11.466666666666667,1,88,205,7,41,3,2,46,2,4,2,5,5,Low to medium income,Mature,Discovering customers,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Low consumer,Frequent consumer,Frequent consumer
45,Postgraduate,In relationship,42231.0,37,6.433333333333334,2,99,24,0,8,0,1,4,1,1,0,3,5,Low to medium income,Adult,New customers,Low consumer,Non consumer,Low consumer,Non consumer,Low consumer,Low consumer,Low consumer
34,Postgraduate,Alone,78789.0,1754,26.233333333333334,0,12,667,50,850,21,83,83,1,4,6,5,2,High income,Adult,Loyal customers,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer
46,Postgraduate,In relationship,56534.0,815,14.6,1,35,691,7,61,10,0,46,4,10,4,7,8,Medium to high income,Mature,Discovering customers,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Non consumer,Frequent consumer,Frequent consumer
43,Postgraduate,Alone,58350.0,1001,21.266666666666666,1,5,493,26,206,116,80,80,4,8,3,12,6,Medium to high income,Adult,Loyal customers,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer
25,Postgraduate,Alone,81217.0,1157,14.733333333333333,0,77,493,70,324,146,40,84,1,3,7,11,1,High income,Young,Discovering customers,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer
63,Postgraduate,Alone,49090.0,688,14.733333333333333,1,45,494,5,82,7,0,100,3,7,2,9,7,Low to medium income,Mature,Discovering customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Non consumer,Biggest consumer,Frequent consumer
27,Postgraduate,Alone,61787.0,1319,15.166666666666666,0,71,621,73,414,78,48,85,1,8,4,6,5,Medium to high income,Young,Experienced customers,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer
29,Postgraduate,In relationship,18169.0,21,19.733333333333334,1,40,9,0,5,0,0,7,1,1,0,2,8,Low income,Young,Experienced customers,Low consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer,Low consumer
33,Postgraduate,Alone,24336.0,31,25.6,1,82,1,6,2,8,2,12,1,1,0,2,7,Low income,Adult,Loyal customers,Low consumer,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Frequent consumer,Low consumer
24,Postgraduate,In relationship,18222.0,67,21.4,0,70,12,4,19,12,6,14,1,2,0,3,8,Low income,Young,Loyal customers,Low consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer
62,Postgraduate,Alone,62335.0,708,16.633333333333333,1,87,243,131,217,85,6,26,2,3,3,13,2,Medium to high income,Mature,Experienced customers,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer
43,Postgraduate,In relationship,42033.0,25,24.833333333333332,2,95,11,1,4,2,0,7,1,1,0,2,7,Low to medium income,Adult,Loyal customers,Low consumer,Low consumer,Low consumer,Low consumer,Non consumer,Low consumer,Low consumer
31,Postgraduate,In relationship,86580.0,746,19.466666666666665,0,72,532,21,127,26,20,20,0,4,2,5,1,High income,Adult,Experienced customers,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
57,Postgraduate,Alone,41437.0,32,24.733333333333334,2,5,29,0,2,0,0,1,1,1,0,3,7,Low to medium income,Mature,Loyal customers,Frequent consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer,Low consumer
63,Postgraduate,Alone,73705.0,1695,7.1,2,86,612,91,520,258,107,107,2,9,6,8,5,High income,Mature,New customers,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer
38,Postgraduate,In relationship,61064.0,1080,25.466666666666665,1,80,387,126,342,0,45,180,5,8,4,11,6,Medium to high income,Adult,Loyal customers,Frequent consumer,Biggest consumer,Biggest consumer,Non consumer,Biggest consumer,Biggest consumer,Biggest consumer
59,Postgraduate,In relationship,38452.0,72,6.266666666666667,2,62,56,0,14,0,0,2,3,3,0,3,7,Low to medium income,Mature,New customers,Frequent consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer,Frequent consumer
25,Postgraduate,Alone,18358.0,57,10.6,1,49,6,8,19,16,4,4,3,3,0,4,7,Low income,Young,Discovering customers,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Low consumer,Low consumer
41,Postgraduate,In relationship,55012.0,660,6.566666666666666,1,85,582,0,65,0,0,13,6,8,2,9,5,Medium to high income,Adult,New customers,Biggest consumer,Non consumer,Frequent consumer,Non consumer,Non consumer,Frequent consumer,Frequent consumer
41,Undergraduate,In relationship,9722.0,103,24.4,1,7,6,17,16,6,16,42,4,3,1,3,8,Low income,Adult,Loyal customers,Low consumer,Frequent consumer,Low consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer
30,Postgraduate,In relationship,38175.0,153,12.533333333333333,1,6,70,6,69,2,3,3,3,3,1,4,7,Low to medium income,Adult,Discovering customers,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Low consumer,Low consumer,Frequent consumer
58,Postgraduate,In relationship,58656.0,1220,24.8,1,25,962,12,194,16,24,12,4,7,8,13,6,Medium to high income,Mature,Loyal customers,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer
49,Postgraduate,In relationship,52117.0,279,25.966666666666665,1,55,112,10,107,30,0,20,2,5,2,4,7,Medium to high income,Mature,Loyal customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Non consumer,Frequent consumer,Frequent consumer
36,Postgraduate,In relationship,64813.0,745,9.166666666666666,1,81,293,0,124,179,97,52,1,7,2,10,5,Medium to high income,Adult,New customers,Frequent consumer,Non consumer,Frequent consumer,Biggest consumer,Biggest consumer,Frequent consumer,Frequent consumer
41,Postgraduate,In relationship,54222.0,264,7.233333333333333,1,98,199,12,31,3,12,7,1,3,3,5,3,Medium to high income,Adult,New customers,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Frequent consumer
28,Postgraduate,In relationship,83512.0,2157,3.6333333333333333,0,31,1060,61,835,80,20,101,1,4,7,10,1,High income,Young,New customers,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer
55,Postgraduate,In relationship,77520.0,1526,13.4,1,30,940,44,396,0,88,58,1,8,7,7,4,High income,Mature,Discovering customers,Biggest consumer,Biggest consumer,Biggest consumer,Non consumer,Biggest consumer,Biggest consumer,Biggest consumer
36,Postgraduate,In relationship,41154.0,69,18.1,1,98,44,2,11,2,3,7,1,1,0,4,5,Low to medium income,Adult,Experienced customers,Frequent consumer,Low consumer,Low consumer,Low consumer,Low consumer,Low consumer,Low consumer
48,Postgraduate,In relationship,80398.0,1597,23.1,0,92,342,51,936,207,35,26,1,5,8,12,3,High income,Mature,Loyal customers,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Frequent consumer,Biggest consumer
22,Undergraduate,Alone,18746.0,64,4.266666666666667,1,41,2,10,11,12,9,20,2,3,0,3,6,Low income,Young,New customers,Low consumer,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer
30,Postgraduate,In relationship,35196.0,497,23.0,1,68,75,12,141,43,39,187,6,6,1,5,8,Low income,Adult,Loyal customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer,Frequent consumer
58,Postgraduate,Alone,60230.0,1067,16.733333333333334,1,78,520,20,367,39,81,40,2,6,3,6,5,Medium to high income,Mature,Experienced customers,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer
37,Postgraduate,In relationship,22108.0,31,4.966666666666667,2,46,5,3,9,6,2,6,2,2,0,3,7,Low income,Adult,New customers,Low consumer,Low consumer,Low consumer,Low consumer,Low consumer,Low consumer,Low consumer
40,Postgraduate,In relationship,44392.0,211,13.133333333333333,2,71,87,5,71,7,12,29,5,4,1,4,7,Low to medium income,Adult,Discovering customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
38,Postgraduate,In relationship,55424.0,877,22.6,1,6,462,61,184,10,53,107,4,7,5,9,6,Medium to high income,Adult,Loyal customers,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer,Biggest consumer,Biggest consumer,Frequent consumer
35,Postgraduate,In relationship,17688.0,11,20.966666666666665,1,82,2,2,1,3,1,2,1,1,0,2,8,Low income,Adult,Loyal customers,Low consumer,Low consumer,Low consumer,Low consumer,Low consumer,Low consumer,Low consumer
31,Postgraduate,In relationship,92491.0,2034,17.366666666666667,0,71,979,44,935,29,25,22,1,7,5,12,3,High income,Adult,Experienced customers,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer
23,Postgraduate,Alone,90273.0,1991,9.8,0,32,704,129,853,120,74,111,1,5,6,7,2,High income,Young,Discovering customers,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer
52,Postgraduate,Alone,82571.0,1686,6.166666666666667,0,28,861,31,558,62,95,79,0,6,5,13,2,High income,Mature,New customers,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer
32,Postgraduate,Alone,38513.0,324,8.3,1,20,172,3,115,16,0,18,5,6,1,5,8,Low to medium income,Adult,New customers,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Non consumer,Frequent consumer,Frequent consumer
35,Postgraduate,Alone,16653.0,69,5.633333333333334,1,10,5,7,31,15,4,7,3,2,1,3,6,Low income,Adult,New customers,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Low consumer,Low consumer
59,Postgraduate,In relationship,42586.0,252,23.5,2,7,194,2,56,0,0,0,5,4,1,6,8,Low to medium income,Mature,Loyal customers,Frequent consumer,Low consumer,Frequent consumer,Non consumer,Non consumer,Non consumer,Frequent consumer
49,Undergraduate,Alone,23529.0,54,21.166666666666668,1,67,9,7,13,3,2,20,1,1,1,2,6,Low income,Mature,Loyal customers,Low consumer,Frequent consumer,Low consumer,Low consumer,Low consumer,Frequent consumer,Low consumer
53,Postgraduate,In relationship,74881.0,964,19.166666666666668,2,48,505,72,270,36,27,54,4,9,2,12,5,High income,Mature,Experienced customers,Frequent consumer,Biggest consumer,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
63,Postgraduate,In relationship,71107.0,1327,19.8,1,61,533,10,217,198,174,195,2,7,6,13,4,High income,Mature,Experienced customers,Biggest consumer,Frequent consumer,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer
50,Postgraduate,In relationship,46910.0,68,6.5,2,36,48,0,14,0,0,6,2,2,0,3,6,Low to medium income,Mature,New customers,Frequent consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer,Low consumer
55,Postgraduate,In relationship,18690.0,60,21.5,0,77,6,1,7,23,4,19,1,1,1,2,8,Low income,Mature,Loyal customers,Low consumer,Low consumer,Low consumer,Frequent consumer,Low consumer,Frequent consumer,Low consumer
59,Postgraduate,Alone,37244.0,55,17.5,2,90,18,2,10,0,0,25,1,1,1,2,7,Low to medium income,Mature,Experienced customers,Low consumer,Low consumer,Low consumer,Non consumer,Non consumer,Frequent consumer,Low consumer
48,Postgraduate,In relationship,82427.0,1456,6.866666666666666,0,35,482,147,509,104,107,107,1,3,5,12,1,High income,Mature,New customers,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer
56,Postgraduate,Alone,75342.0,563,17.2,1,38,204,97,97,21,118,26,1,5,2,10,4,High income,Mature,Experienced customers,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer
60,Postgraduate,Alone,70044.0,1504,19.766666666666666,1,46,1073,0,250,153,14,14,4,7,10,5,5,High income,Mature,Experienced customers,Biggest consumer,Non consumer,Biggest consumer,Biggest consumer,Frequent consumer,Frequent consumer,Biggest consumer
47,Postgraduate,Alone,79146.0,564,5.433333333333334,2,33,245,16,223,21,43,16,2,8,1,8,6,High income,Mature,New customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
51,Postgraduate,In relationship,77437.0,1125,10.4,0,70,560,21,442,29,44,29,1,4,5,13,1,High income,Mature,Discovering customers,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer
55,Postgraduate,In relationship,54984.0,358,4.433333333333334,1,51,173,13,131,32,3,6,4,6,1,6,7,Medium to high income,Mature,New customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Low consumer,Frequent consumer
43,Postgraduate,In relationship,42403.0,42,9.9,1,18,22,1,11,0,5,3,1,1,0,3,8,Low to medium income,Adult,Discovering customers,Low consumer,Low consumer,Low consumer,Non consumer,Frequent consumer,Low consumer,Low consumer
50,Postgraduate,In relationship,55761.0,184,5.433333333333334,1,97,136,1,12,0,3,32,2,4,1,3,6,Medium to high income,Mature,New customers,Frequent consumer,Low consumer,Low consumer,Non consumer,Low consumer,Frequent consumer,Frequent consumer
31,Postgraduate,In relationship,37292.0,460,17.8,1,32,275,0,86,10,23,66,5,6,3,5,8,Low to medium income,Adult,Experienced customers,Frequent consumer,Non consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer,Frequent consumer
69,Postgraduate,Alone,45576.0,145,4.3,0,9,56,19,29,2,14,25,1,3,1,3,8,Low to medium income,Senior,New customers,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer
67,Postgraduate,In relationship,70321.0,1376,20.866666666666667,0,6,303,23,751,82,26,191,1,6,5,13,4,High income,Senior,Experienced customers,Frequent consumer,Frequent consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer
45,Postgraduate,Alone,58086.0,792,20.733333333333334,1,80,708,7,62,0,0,15,2,11,3,7,8,Medium to high income,Adult,Experienced customers,Biggest consumer,Frequent consumer,Frequent consumer,Non consumer,Non consumer,Frequent consumer,Frequent consumer
62,Postgraduate,In relationship,81795.0,1382,23.6,0,74,324,132,693,27,118,88,1,4,11,7,2,High income,Mature,Loyal customers,Frequent consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer
67,Undergraduate,In relationship,28389.0,28,22.766666666666666,0,49,1,5,3,7,4,8,1,1,0,2,7,Low income,Senior,Loyal customers,Low consumer,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Low consumer,Low consumer
68,Postgraduate,In relationship,66835.0,1033,12.366666666666667,0,21,620,26,195,34,17,141,1,6,4,13,2,Medium to high income,Senior,Discovering customers,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer,Frequent consumer
45,Postgraduate,Alone,69901.0,882,16.433333333333334,1,95,312,21,206,102,92,149,3,7,3,10,5,High income,Adult,Experienced customers,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer
65,Postgraduate,In relationship,80360.0,2231,19.333333333333332,0,56,1493,86,454,112,43,43,2,4,4,5,2,High income,Mature,Experienced customers,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Frequent consumer,Biggest consumer
53,Postgraduate,In relationship,63342.0,1101,23.933333333333334,1,48,918,21,118,13,10,21,3,8,3,5,6,Medium to high income,Mature,Loyal customers,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer
40,Postgraduate,In relationship,44989.0,369,25.066666666666666,1,26,98,0,106,49,10,106,5,5,1,5,6,Low to medium income,Adult,Loyal customers,Frequent consumer,Non consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer,Frequent consumer
34,Postgraduate,Alone,31859.0,48,7.3,1,3,3,4,7,15,8,11,1,1,0,3,7,Low income,Adult,New customers,Low consumer,Low consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer
65,Postgraduate,Alone,51569.0,467,19.966666666666665,1,39,380,0,47,6,0,34,4,7,1,7,8,Medium to high income,Mature,Experienced customers,Frequent consumer,Non consumer,Frequent consumer,Low consumer,Non consumer,Frequent consumer,Frequent consumer
43,Postgraduate,Alone,30372.0,44,21.6,2,33,15,0,12,7,3,7,3,2,0,3,7,Low income,Adult,Loyal customers,Low consumer,Non consumer,Low consumer,Frequent consumer,Low consumer,Low consumer,Low consumer
35,Undergraduate,Alone,16014.0,38,18.866666666666667,2,42,3,9,4,7,8,7,4,1,1,4,3,Low income,Adult,Experienced customers,Low consumer,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Low consumer,Low consumer
46,Postgraduate,In relationship,41120.0,81,11.066666666666666,2,80,24,2,23,0,8,24,3,2,1,3,6,Low to medium income,Mature,Discovering customers,Low consumer,Low consumer,Frequent consumer,Non consumer,Frequent consumer,Frequent consumer,Frequent consumer
43,Postgraduate,Alone,39763.0,167,14.2,1,9,80,1,60,4,6,16,2,5,1,2,9,Low to medium income,Adult,Discovering customers,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer
59,Postgraduate,In relationship,38725.0,45,4.9,2,52,31,0,6,2,1,5,2,1,0,4,4,Low to medium income,Mature,New customers,Frequent consumer,Non consumer,Low consumer,Low consumer,Low consumer,Low consumer,Low consumer
42,Postgraduate,In relationship,77981.0,664,16.533333333333335,1,78,138,120,204,16,126,60,3,7,4,7,5,High income,Adult,Experienced customers,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer,Biggest consumer,Biggest consumer,Frequent consumer
50,Postgraduate,In relationship,62905.0,622,12.966666666666667,1,68,166,75,96,119,107,59,3,7,2,8,4,Medium to high income,Mature,Discovering customers,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer
35,Postgraduate,Alone,13533.0,48,19.1,1,45,12,3,8,8,0,17,2,2,0,3,7,Low income,Adult,Experienced customers,Low consumer,Low consumer,Low consumer,Frequent consumer,Non consumer,Frequent consumer,Low consumer
39,Postgraduate,In relationship,59481.0,461,11.533333333333333,1,47,178,3,85,71,66,58,2,3,3,8,2,Medium to high income,Adult,Discovering customers,Frequent consumer,Low consumer,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer
37,Postgraduate,In relationship,72117.0,1073,13.666666666666666,1,34,707,20,171,65,60,50,1,9,7,9,5,High income,Adult,Discovering customers,Biggest consumer,Frequent consumer,Frequent consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer
28,Postgraduate,In relationship,21955.0,55,13.066666666666666,1,81,5,1,7,17,14,11,2,2,1,3,6,Low income,Young,Discovering customers,Low consumer,Low consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer
58,Postgraduate,In relationship,67131.0,976,18.566666666666666,1,72,465,71,250,93,35,62,3,9,2,12,6,Medium to high income,Mature,Experienced customers,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer
34,Postgraduate,Alone,36802.0,20,3.6666666666666665,1,23,16,1,2,0,0,1,1,1,0,3,5,Low to medium income,Adult,New customers,Low consumer,Low consumer,Low consumer,Non consumer,Non consumer,Low consumer,Low consumer
32,Postgraduate,In relationship,71853.0,1149,17.133333333333333,0,29,358,108,413,141,97,32,1,2,8,6,1,High income,Adult,Experienced customers,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer
53,Undergraduate,In relationship,28249.0,43,3.7,0,80,1,9,7,2,14,10,1,2,0,3,6,Low income,Mature,New customers,Low consumer,Frequent consumer,Low consumer,Low consumer,Frequent consumer,Low consumer,Low consumer
39,Postgraduate,In relationship,47808.0,224,11.633333333333333,1,30,123,1,26,2,0,72,2,3,2,3,7,Low to medium income,Adult,Discovering customers,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Non consumer,Biggest consumer,Frequent consumer
40,Postgraduate,Alone,25509.0,101,24.866666666666667,1,15,40,3,30,10,7,11,3,3,0,3,9,Low income,Adult,Loyal customers,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
68,Postgraduate,In relationship,51012.0,209,17.8,0,86,102,9,63,2,9,24,1,4,1,4,6,Low to medium income,Senior,Experienced customers,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer
29,Postgraduate,Alone,70596.0,968,24.3,0,68,347,44,534,17,0,26,1,3,5,12,2,High income,Young,Loyal customers,Frequent consumer,Biggest consumer,Biggest consumer,Frequent consumer,Non consumer,Frequent consumer,Frequent consumer
62,Postgraduate,In relationship,85431.0,1165,16.1,0,54,376,53,462,168,53,53,1,2,7,7,0,High income,Mature,Experienced customers,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer
47,Postgraduate,In relationship,42664.0,24,6.666666666666667,1,44,21,0,3,0,0,0,1,1,0,3,6,Low to medium income,Mature,New customers,Low consumer,Non consumer,Low consumer,Non consumer,Non consumer,Non consumer,Low consumer
59,Postgraduate,In relationship,42586.0,252,23.5,2,7,194,2,56,0,0,0,5,4,1,6,8,Low to medium income,Mature,Loyal customers,Frequent consumer,Low consumer,Frequent consumer,Non consumer,Non consumer,Non consumer,Frequent consumer
29,Postgraduate,Alone,29760.0,165,25.533333333333335,1,87,64,4,68,7,5,17,4,3,1,4,8,Low income,Young,Loyal customers,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
37,Postgraduate,In relationship,28973.0,269,24.033333333333335,0,59,206,0,46,3,2,12,2,5,1,5,8,Low income,Adult,Loyal customers,Frequent consumer,Non consumer,Frequent consumer,Low consumer,Low consumer,Frequent consumer,Frequent consumer
41,Postgraduate,In relationship,39435.0,102,14.133333333333333,1,16,71,0,18,0,0,13,1,3,1,2,7,Low to medium income,Adult,Discovering customers,Frequent consumer,Non consumer,Frequent consumer,Non consumer,Non consumer,Frequent consumer,Frequent consumer
30,Postgraduate,In relationship,65370.0,461,14.3,0,1,71,22,112,138,89,29,1,2,3,13,1,Medium to high income,Adult,Discovering customers,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer,Biggest consumer,Frequent consumer,Frequent consumer
35,Undergraduate,Alone,20194.0,47,21.866666666666667,1,64,0,4,7,11,10,15,2,2,0,3,6,Low income,Adult,Loyal customers,Non consumer,Low consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer
38,Postgraduate,Alone,42473.0,144,7.633333333333334,2,72,93,1,21,0,4,25,3,2,1,4,5,Low to medium income,Adult,New customers,Frequent consumer,Low consumer,Frequent consumer,Non consumer,Low consumer,Frequent consumer,Frequent consumer
46,Postgraduate,In relationship,64590.0,1338,24.0,0,98,920,138,168,36,46,30,1,9,4,10,6,Medium to high income,Mature,Loyal customers,Biggest consumer,Biggest consumer,Frequent consumer,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer
55,Postgraduate,In relationship,71232.0,917,10.333333333333334,1,91,653,17,170,34,26,17,2,11,2,10,7,High income,Mature,Discovering customers,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
43,Postgraduate,In relationship,34600.0,318,21.366666666666667,2,8,199,33,60,8,3,15,5,5,2,5,8,Low income,Adult,Loyal customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer
47,Postgraduate,Alone,46904.0,253,23.333333333333332,2,20,153,4,56,0,9,31,4,5,1,4,8,Low to medium income,Mature,Loyal customers,Frequent consumer,Low consumer,Frequent consumer,Non consumer,Frequent consumer,Frequent consumer,Frequent consumer
41,Postgraduate,In relationship,49094.0,502,24.766666666666666,1,6,376,0,38,11,8,69,5,6,3,6,6,Low to medium income,Adult,Loyal customers,Frequent consumer,Non consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer,Frequent consumer
31,Postgraduate,In relationship,36075.0,119,9.966666666666667,1,54,46,0,30,12,1,30,1,2,0,4,6,Low to medium income,Adult,Discovering customers,Frequent consumer,Non consumer,Frequent consumer,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer
35,Postgraduate,In relationship,60839.0,1250,25.566666666666666,2,72,600,21,128,223,150,128,13,2,2,12,8,Medium to high income,Adult,Loyal customers,Biggest consumer,Frequent consumer,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer
35,Postgraduate,In relationship,77298.0,969,11.2,1,46,425,115,292,23,35,79,1,6,6,11,3,High income,Adult,Discovering customers,Frequent consumer,Biggest consumer,Biggest consumer,Frequent consumer,Frequent consumer,Biggest consumer,Frequent consumer
64,Postgraduate,In relationship,34026.0,76,14.166666666666666,2,11,18,6,15,12,8,17,3,2,1,3,5,Low income,Mature,Discovering customers,Low consumer,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
51,Postgraduate,Alone,48918.0,62,5.833333333333333,2,21,52,0,9,0,0,1,2,1,0,4,4,Low to medium income,Mature,New customers,Frequent consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer,Low consumer
52,Postgraduate,In relationship,82122.0,1382,13.833333333333334,0,89,734,22,350,151,25,100,1,3,9,13,1,High income,Mature,Discovering customers,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer
38,Postgraduate,Alone,37697.0,84,7.966666666666667,1,82,34,6,21,11,4,8,1,2,1,3,6,Low to medium income,Adult,New customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Low consumer,Frequent consumer
62,Postgraduate,In relationship,34074.0,255,14.933333333333334,2,69,135,1,41,10,1,67,5,3,3,3,6,Low income,Mature,Discovering customers,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Low consumer,Biggest consumer,Frequent consumer
54,Postgraduate,In relationship,28520.0,43,15.9,2,55,11,0,10,0,2,20,1,1,1,2,6,Low income,Mature,Experienced customers,Low consumer,Non consumer,Low consumer,Non consumer,Low consumer,Frequent consumer,Low consumer
